"","country","year","infant_mortality","life_expectancy","fertility","population","gdp","maternal_mortality","health_spending","gini"
"5986","Uzbekistan",1822,NA,26.93,5.71,NA,NA,NA,NA,NA
"5987","Wallis et Futuna",1822,NA,NA,NA,NA,NA,NA,NA,NA
"5988","Vanuatu",1822,NA,24.3,6.6,NA,NA,NA,NA,NA
"5989","Venezuela",1822,NA,32.2,5.71,NA,NA,NA,NA,NA
"5990","West Bank and Gaza",1822,NA,32.1,6.97,NA,NA,NA,NA,NA
"5991","West Germany",1822,NA,NA,NA,NA,NA,NA,NA,NA
"5992","Western Sahara",1822,NA,34.75,6.32,NA,NA,NA,NA,NA
"5993","Vietnam",1822,NA,32,4.7,NA,NA,NA,NA,NA
"5994","Virgin Islands (U.S.)",1822,NA,33.4,5.55,NA,NA,NA,NA,NA
"5995","North Yemen (former)",1822,NA,NA,NA,NA,NA,NA,NA,NA
"5996","South Yemen (former)",1822,NA,NA,NA,NA,NA,NA,NA,NA
"5997","Yemen",1822,NA,23.39,6.88,NA,NA,NA,NA,NA
"5998","Yugoslavia",1822,NA,NA,NA,NA,NA,NA,NA,NA
"5999","Zambia",1822,NA,32.6,6.71,NA,NA,NA,NA,NA
"6000","Zimbabwe",1822,NA,33.7,6.75,NA,NA,NA,NA,NA
"6001","Åland",1822,NA,NA,NA,NA,NA,NA,NA,NA
"6002","Åland",1822,NA,NA,NA,NA,NA,NA,NA,NA
"6003","South Sudan",1822,NA,26.67,NA,NA,NA,NA,NA,NA
"6004","Abkhazia",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6005","Afghanistan",1823,NA,27.98,7,NA,NA,NA,NA,NA
"6006","Akrotiri and Dhekelia",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6007","Albania",1823,NA,35.4,4.6,NA,NA,NA,NA,NA
"6008","Algeria",1823,NA,28.82,6.99,NA,NA,NA,NA,NA
"6009","American Samoa",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6010","Andorra",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6011","Angola",1823,NA,26.98,6.95,NA,NA,NA,NA,NA
"6012","Anguilla",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6013","Antigua and Barbuda",1823,NA,33.54,4.92,NA,NA,NA,NA,NA
"6014","Argentina",1823,NA,33.2,6.8,NA,NA,NA,NA,NA
"6015","Armenia",1823,NA,34,7.87,NA,NA,NA,NA,NA
"6016","Aruba",1823,NA,34.42,5.64,NA,NA,NA,NA,NA
"6017","Australia",1823,NA,34.05,6.04,NA,NA,NA,NA,NA
"6018","Austria",1823,183,34.4,5.1,NA,NA,NA,NA,NA
"6019","Azerbaijan",1823,NA,29.17,8.1,NA,NA,NA,NA,NA
"6020","Bahamas",1823,NA,35.18,5.9,NA,NA,NA,NA,NA
"6021","Bahrain",1823,NA,30.3,7.02,NA,NA,NA,NA,NA
"6022","Bangladesh",1823,NA,25.5,6.7,NA,NA,NA,NA,NA
"6023","Barbados",1823,NA,32.12,4.77,NA,NA,NA,NA,NA
"6024","Belarus",1823,NA,36.2,7,NA,NA,NA,NA,NA
"6025","Belgium",1823,NA,40.19,4.75,NA,NA,NA,NA,NA
"6026","Belize",1823,NA,26.5,6.68,NA,NA,NA,NA,NA
"6027","Benin",1823,NA,31,5.57,NA,NA,NA,NA,NA
"6028","Bermuda",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6029","Bhutan",1823,NA,28.8,6.67,NA,NA,NA,NA,NA
"6030","Bolivia",1823,NA,33,6.48,NA,NA,NA,NA,NA
"6031","Bosnia and Herzegovina",1823,NA,35.1,5.91,NA,NA,NA,NA,NA
"6032","Botswana",1823,NA,33.6,6.48,NA,NA,NA,NA,NA
"6033","Brazil",1823,NA,32,6.26,NA,NA,NA,NA,NA
"6034","British Virgin Islands",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6035","Brunei",1823,NA,29.2,7.06,NA,NA,NA,NA,NA
"6036","Bulgaria",1823,NA,36.81,5.16,NA,NA,NA,NA,NA
"6037","Burkina Faso",1823,NA,29.2,6.04,NA,NA,NA,NA,NA
"6038","Burundi",1823,NA,31.5,6.8,NA,NA,NA,NA,NA
"6039","Cambodia",1823,NA,35,6.95,NA,NA,NA,NA,NA
"6040","Cameroon",1823,NA,28.75,5.54,NA,NA,NA,NA,NA
"6041","Canada",1823,NA,39.03,5.72,NA,NA,NA,NA,NA
"6042","Cape Verde",1823,NA,33.8,6.46,NA,NA,NA,NA,NA
"6043","Cayman Islands",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6044","Central African Republic",1823,NA,30,6.51,NA,NA,NA,NA,NA
"6045","Chad",1823,NA,30.9,6.06,NA,NA,NA,NA,NA
"6046","Channel Islands",1823,NA,NA,5.07,NA,NA,NA,NA,NA
"6047","Chile",1823,NA,32,5.98,NA,NA,NA,NA,NA
"6048","China",1823,NA,32,5.5,NA,NA,NA,NA,NA
"6049","Christmas Island",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6050","Cocos Island",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6051","Colombia",1823,NA,32,6.19,NA,NA,NA,NA,NA
"6052","Comoros",1823,NA,32.1,6.01,NA,NA,NA,NA,NA
"6053","Congo, Dem. Rep.",1823,NA,31.6,5.99,NA,NA,NA,NA,NA
"6054","Congo, Rep.",1823,NA,32.7,5.67,NA,NA,NA,NA,NA
"6055","Cook Is",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6056","Costa Rica",1823,NA,30.21,6.93,NA,NA,NA,NA,NA
"6057","Cote d'Ivoire",1823,NA,31.16,6.78,NA,NA,NA,NA,NA
"6058","Croatia",1823,NA,36.1,5.75,NA,NA,NA,NA,NA
"6059","Cuba",1823,NA,36.06,5.78,NA,NA,NA,NA,NA
"6060","Cyprus",1823,NA,38.5,6.03,NA,NA,NA,NA,NA
"6061","Czech Republic",1823,NA,34.95,5.16,NA,NA,NA,NA,NA
"6062","Czechoslovakia",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6063","Denmark",1823,NA,46.37,4.21,NA,NA,NA,NA,NA
"6064","Djibouti",1823,NA,29.9,6.3,NA,NA,NA,NA,NA
"6065","Dominica",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6066","Dominican Republic",1823,NA,29.9,6.16,NA,NA,NA,NA,NA
"6067","East Germany",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6068","Ecuador",1823,NA,32.9,6.99,NA,NA,NA,NA,NA
"6069","Egypt",1823,NA,33,6.05,NA,NA,NA,NA,NA
"6070","El Salvador",1823,NA,28.7,5.9,NA,NA,NA,NA,NA
"6071","Equatorial Guinea",1823,NA,29.8,5.51,NA,NA,NA,NA,NA
"6072","Eritrea",1823,NA,30.2,6.96,NA,NA,NA,NA,NA
"6073","Eritrea and Ethiopia",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6074","Estonia",1823,NA,38.71,5.13,NA,NA,NA,NA,NA
"6075","Ethiopia",1823,NA,29.7,7.17,NA,NA,NA,NA,NA
"6076","Faeroe Islands",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6077","Falkland Is (Malvinas)",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6078","Fiji",1823,NA,26.1,6.45,NA,NA,NA,NA,NA
"6079","Finland",1823,NA,38.91,5.21,NA,NA,884.7,NA,NA
"6080","France",1823,NA,39.97,3.8,NA,NA,NA,NA,NA
"6081","French Guiana",1823,NA,30.5,6.27,NA,NA,NA,NA,NA
"6082","French Polynesia",1823,NA,25.6,5.97,NA,NA,NA,NA,NA
"6083","Gabon",1823,NA,30.6,6.5,NA,NA,NA,NA,NA
"6084","Gambia",1823,NA,28.8,6.51,NA,NA,NA,NA,NA
"6085","Georgia",1823,NA,31.87,7.8,NA,NA,NA,NA,NA
"6086","Germany",1823,NA,38.37,5.31,NA,NA,NA,NA,NA
"6087","Ghana",1823,NA,28,6.43,NA,NA,NA,NA,NA
"6088","Gibraltar",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6089","Greece",1823,NA,36.6,6.03,NA,NA,NA,NA,NA
"6090","Greenland",1823,NA,33.87,4.64,NA,NA,NA,NA,NA
"6091","Grenada",1823,NA,31.4,5.81,NA,NA,NA,NA,NA
"6092","Guadeloupe",1823,NA,27.66,5.62,NA,NA,NA,NA,NA
"6093","Guam",1823,NA,27.5,6.37,NA,NA,NA,NA,NA
"6094","Guatemala",1823,NA,25.8,6.45,NA,NA,NA,NA,NA
"6095","Guernsey",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6096","Guinea",1823,NA,29.74,6.11,NA,NA,NA,NA,NA
"6097","Guinea-Bissau",1823,NA,32,7.25,NA,NA,NA,NA,NA
"6098","Guyana",1823,NA,31.12,5.01,NA,NA,NA,NA,NA
"6099","Haiti",1823,NA,29,6.31,NA,NA,NA,NA,NA
"6100","Holy See",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6101","Honduras",1823,NA,33.9,6.1,NA,NA,NA,NA,NA
"6102","Hong Kong, China",1823,NA,34.9,5.47,NA,NA,NA,NA,NA
"6103","Hungary",1823,NA,36,5.18,NA,NA,NA,NA,NA
"6104","Iceland",1823,NA,45.89,4.88,NA,NA,NA,NA,NA
"6105","India",1823,NA,25.44,5.95,NA,NA,NA,NA,NA
"6106","Indonesia",1823,NA,30,6.07,NA,NA,NA,NA,NA
"6107","Iran",1823,NA,25.6,7.08,NA,NA,NA,NA,NA
"6108","Iraq",1823,NA,31.2,7.13,NA,NA,NA,NA,NA
"6109","Ireland",1823,NA,38.3,4.2,NA,NA,NA,NA,NA
"6110","Isle of Man",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6111","Israel",1823,NA,32,5.7,NA,NA,NA,NA,NA
"6112","Italy",1823,NA,29.69,5.47,NA,NA,NA,NA,NA
"6113","Jamaica",1823,NA,34.2,5.13,NA,NA,NA,NA,NA
"6114","Japan",1823,NA,36.41,4.48,NA,NA,NA,NA,NA
"6115","Jersey",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6116","Jordan",1823,NA,31.7,6.97,NA,NA,NA,NA,NA
"6117","Kazakhstan",1823,NA,26.2,6.45,NA,NA,NA,NA,NA
"6118","Kenya",1823,NA,25.5,6.91,NA,NA,NA,NA,NA
"6119","Kiribati",1823,NA,24.9,5.67,NA,NA,NA,NA,NA
"6120","North Korea",1823,NA,26,6.1,NA,NA,NA,NA,NA
"6121","South Korea",1823,NA,25.8,6,NA,NA,NA,NA,NA
"6122","United Korea (former)
",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6123","Kosovo",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6124","Kuwait",1823,NA,26,6.87,NA,NA,NA,NA,NA
"6125","Kyrgyz Republic",1823,NA,23.94,6.58,NA,NA,NA,NA,NA
"6126","Lao",1823,NA,31.9,6.13,NA,NA,NA,NA,NA
"6127","Latvia",1823,NA,33,5.02,NA,NA,NA,NA,NA
"6128","Lebanon",1823,NA,29.7,5.74,NA,NA,NA,NA,NA
"6129","Lesotho",1823,NA,32.8,5.84,NA,NA,NA,NA,NA
"6130","Liberia",1823,NA,31.1,6.19,NA,NA,NA,NA,NA
"6131","Libya",1823,NA,33.1,7.2,NA,NA,NA,NA,NA
"6132","Liechtenstein",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6133","Lithuania",1823,NA,28.9,5.61,NA,NA,NA,NA,NA
"6134","Luxembourg",1823,NA,36.9,4.72,NA,NA,NA,NA,NA
"6135","Macao, China",1823,NA,34.7,5.51,NA,NA,NA,NA,NA
"6136","Macedonia, FYR",1823,NA,36.1,5.9,NA,NA,NA,NA,NA
"6137","Madagascar",1823,NA,30.5,6.89,NA,NA,NA,NA,NA
"6138","Malawi",1823,NA,30.3,6.78,NA,NA,NA,NA,NA
"6139","Malaysia",1823,NA,30.6,5.45,NA,NA,NA,NA,NA
"6140","Maldives",1823,NA,32.65,5.98,NA,NA,NA,NA,NA
"6141","Mali",1823,NA,26.41,6.23,NA,NA,NA,NA,NA
"6142","Malta",1823,NA,28.7,5.49,NA,NA,NA,NA,NA
"6143","Marshall Islands",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6144","Martinique",1823,NA,30.15,5.71,NA,NA,NA,NA,NA
"6145","Mauritania",1823,NA,32,6.34,NA,NA,NA,NA,NA
"6146","Mauritius",1823,NA,28.7,5.03,NA,NA,NA,NA,NA
"6147","Mayotte",1823,NA,32.5,7.07,NA,NA,NA,NA,NA
"6148","Mexico",1823,NA,26.9,6.8,NA,NA,NA,NA,NA
"6149","Micronesia, Fed. Sts.",1823,NA,26.7,6.02,NA,NA,NA,NA,NA
"6150","Moldova",1823,NA,33.15,6.39,NA,NA,NA,NA,NA
"6151","Monaco",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6152","Mongolia",1823,NA,31.8,5.94,NA,NA,NA,NA,NA
"6153","Montenegro",1823,NA,35.4,5.9,NA,NA,NA,NA,NA
"6154","Montserrat",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6155","Morocco",1823,NA,33.1,6.5,NA,NA,NA,NA,NA
"6156","Mozambique",1823,NA,30.28,6.63,NA,NA,NA,NA,NA
"6157","Myanmar",1823,NA,30.8,6.03,NA,NA,NA,NA,NA
"6158","Namibia",1823,NA,32.4,5.96,NA,NA,NA,NA,NA
"6159","Nauru",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6160","Nepal",1823,NA,32.8,6.15,NA,NA,NA,NA,NA
"6161","Netherlands",1823,NA,39.86,5.11,NA,NA,NA,NA,NA
"6162","Netherlands Antilles",1823,NA,34.41,5.8,NA,NA,NA,NA,NA
"6163","New Caledonia",1823,NA,26,6.41,NA,NA,NA,NA,NA
"6164","New Zealand",1823,NA,34.05,5.25,NA,NA,NA,NA,NA
"6165","Ngorno-Karabakh",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6166","Nicaragua",1823,NA,25.4,6.16,NA,NA,NA,NA,NA
"6167","Niger",1823,NA,30.8,6.83,NA,NA,NA,NA,NA
"6168","Nigeria",1823,NA,30.4,6.55,NA,NA,NA,NA,NA
"6169","Niue",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6170","Norfolk Island",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6171","Northern Cyprus",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6172","Northern Mariana Islands",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6173","Norway",1823,NA,48.76,4.88,NA,NA,NA,NA,NA
"6174","Oman",1823,NA,32.3,6.88,NA,NA,NA,NA,NA
"6175","Pakistan",1823,NA,25.8,6.59,NA,NA,NA,NA,NA
"6176","Palau",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6177","Panama",1823,NA,32.9,5.36,NA,NA,NA,NA,NA
"6178","Papua New Guinea",1823,NA,31.5,6.23,NA,NA,NA,NA,NA
"6179","Paraguay",1823,NA,35.5,6.49,NA,NA,NA,NA,NA
"6180","Peru",1823,NA,35.7,6.82,NA,NA,NA,NA,NA
"6181","Philippines",1823,NA,30.9,6.96,NA,NA,NA,NA,NA
"6182","Pitcairn",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6183","Poland",1823,NA,35.9,5.76,NA,NA,NA,NA,NA
"6184","Portugal",1823,NA,35.6,4.5,NA,NA,NA,NA,NA
"6185","Puerto Rico",1823,NA,30.43,5.15,NA,NA,NA,NA,NA
"6186","Qatar",1823,NA,30.8,6.97,NA,NA,NA,NA,NA
"6187","Reunion",1823,NA,33,6.51,NA,NA,NA,NA,NA
"6188","Romania",1823,NA,35.7,5.22,NA,NA,NA,NA,NA
"6189","Russia",1823,NA,29.57,7,NA,NA,NA,NA,NA
"6190","Rwanda",1823,NA,31.8,7.07,NA,NA,NA,NA,NA
"6191","St. Barthélemy",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6192","St. Helena",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6193","St. Kitts and Nevis",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6194","St. Lucia",1823,NA,28.01,5.53,NA,NA,NA,NA,NA
"6195","St. Martin",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6196","St. Vincent and the Grenadines",1823,NA,25.99,6.54,NA,NA,NA,NA,NA
"6197","St.-Pierre-et-Miquelon",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6198","Samoa",1823,NA,25.4,6.98,NA,NA,NA,NA,NA
"6199","San Marino",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6200","Sao Tome and Principe",1823,NA,31,6.23,NA,NA,NA,NA,NA
"6201","Saudi Arabia",1823,NA,32.1,6.86,NA,NA,NA,NA,NA
"6202","Senegal",1823,NA,25.2,5.7,NA,NA,NA,NA,NA
"6203","Serbia",1823,NA,35.5,5.9,NA,NA,NA,NA,NA
"6204","Serbia and Montenegro",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6205","Serbia excluding Kosovo",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6206","Seychelles",1823,NA,37,5.16,NA,NA,NA,NA,NA
"6207","Sierra Leone",1823,NA,25.1,5.72,NA,NA,NA,NA,NA
"6208","Singapore",1823,NA,33.02,5.39,NA,NA,NA,NA,NA
"6209","Slovak Republic",1823,NA,36.4,5.94,NA,NA,NA,NA,NA
"6210","Slovenia",1823,NA,36.6,4.69,NA,NA,NA,NA,NA
"6211","Solomon Islands",1823,NA,25.1,6.42,NA,NA,NA,NA,NA
"6212","Somalia",1823,NA,29.4,6.87,NA,NA,NA,NA,NA
"6213","Somaliland",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6214","South Africa",1823,NA,33.5,6.47,NA,NA,NA,NA,NA
"6215","South Ossetia",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6216","Spain",1823,NA,29.5,5.13,NA,NA,NA,NA,NA
"6217","Sri Lanka",1823,NA,32.6,5.68,NA,NA,NA,NA,NA
"6218","Sudan",1823,NA,31.4,6.64,NA,NA,NA,NA,NA
"6219","Suriname",1823,NA,32.9,6.58,NA,NA,NA,NA,NA
"6220","Svalbard",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6221","Swaziland",1823,NA,32.3,6.71,NA,NA,NA,NA,NA
"6222","Sweden",1823,148,45.19,5.22,NA,NA,706.3,NA,NA
"6223","Switzerland",1823,NA,38,4.14,NA,NA,NA,NA,NA
"6224","Syria",1823,NA,31.1,6.85,NA,NA,NA,NA,NA
"6225","Taiwan",1823,NA,28.3,5.83,NA,NA,NA,NA,NA
"6226","Tajikistan",1823,NA,24.24,5.87,NA,NA,NA,NA,NA
"6227","Tanzania",1823,NA,32.2,6.74,NA,NA,NA,NA,NA
"6228","Thailand",1823,NA,30.4,6.35,NA,NA,NA,NA,NA
"6229","Timor-Leste",1823,NA,28.95,6.52,NA,NA,NA,NA,NA
"6230","Togo",1823,NA,31.3,6.34,NA,NA,NA,NA,NA
"6231","Tokelau",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6232","Tonga",1823,NA,28.2,6.51,NA,NA,NA,NA,NA
"6233","Transnistria",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6234","Trinidad and Tobago",1823,NA,32.9,4.51,NA,NA,NA,NA,NA
"6235","Tunisia",1823,NA,28.8,6.4,NA,NA,NA,NA,NA
"6236","Turkey",1823,NA,35,6.92,NA,NA,NA,NA,NA
"6237","Turkmenistan",1823,NA,24,6.22,NA,NA,NA,NA,NA
"6238","Turks and Caicos Islands",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6239","Tuvalu",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6240","Uganda",1823,NA,25.3,6.89,NA,NA,NA,NA,NA
"6241","Ukraine",1823,NA,36.6,7.5,NA,NA,NA,NA,NA
"6242","United Arab Emirates",1823,NA,30.7,6.94,NA,NA,NA,NA,NA
"6243","United Kingdom",1823,NA,40.05,5.54,NA,NA,NA,NA,NA
"6244","United States",1823,NA,39.41,6.52,NA,NA,NA,NA,NA
"6245","Uruguay",1823,NA,32.9,5.89,NA,NA,NA,NA,NA
"6246","USSR",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6247","Uzbekistan",1823,NA,26.93,5.71,NA,NA,NA,NA,NA
"6248","Wallis et Futuna",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6249","Vanuatu",1823,NA,24.3,6.6,NA,NA,NA,NA,NA
"6250","Venezuela",1823,NA,32.2,5.71,NA,NA,NA,NA,NA
"6251","West Bank and Gaza",1823,NA,32.1,6.97,NA,NA,NA,NA,NA
"6252","West Germany",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6253","Western Sahara",1823,NA,34.75,6.32,NA,NA,NA,NA,NA
"6254","Vietnam",1823,NA,32,4.7,NA,NA,NA,NA,NA
"6255","Virgin Islands (U.S.)",1823,NA,33.4,5.55,NA,NA,NA,NA,NA
"6256","North Yemen (former)",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6257","South Yemen (former)",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6258","Yemen",1823,NA,23.39,6.88,NA,NA,NA,NA,NA
"6259","Yugoslavia",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6260","Zambia",1823,NA,32.6,6.71,NA,NA,NA,NA,NA
"6261","Zimbabwe",1823,NA,33.7,6.75,NA,NA,NA,NA,NA
"6262","Åland",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6263","Åland",1823,NA,NA,NA,NA,NA,NA,NA,NA
"6264","South Sudan",1823,NA,26.67,NA,NA,NA,NA,NA,NA
"6265","Abkhazia",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6266","Afghanistan",1824,NA,27.97,7,NA,NA,NA,NA,NA
"6267","Akrotiri and Dhekelia",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6268","Albania",1824,NA,35.4,4.6,NA,NA,NA,NA,NA
"6269","Algeria",1824,NA,28.82,6.99,NA,NA,NA,NA,NA
"6270","American Samoa",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6271","Andorra",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6272","Angola",1824,NA,26.98,6.95,NA,NA,NA,NA,NA
"6273","Anguilla",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6274","Antigua and Barbuda",1824,NA,33.54,4.91,NA,NA,NA,NA,NA
"6275","Argentina",1824,NA,33.2,6.8,NA,NA,NA,NA,NA
"6276","Armenia",1824,NA,34,7.88,NA,NA,NA,NA,NA
"6277","Aruba",1824,NA,34.42,5.64,NA,NA,NA,NA,NA
"6278","Australia",1824,NA,34.05,6.02,NA,NA,NA,NA,NA
"6279","Austria",1824,192,34.4,5.1,NA,NA,NA,NA,NA
"6280","Azerbaijan",1824,NA,29.17,8.1,NA,NA,NA,NA,NA
"6281","Bahamas",1824,NA,35.18,5.9,NA,NA,NA,NA,NA
"6282","Bahrain",1824,NA,30.3,7.02,NA,NA,NA,NA,NA
"6283","Bangladesh",1824,NA,25.5,6.7,NA,NA,NA,NA,NA
"6284","Barbados",1824,NA,32.12,4.83,NA,NA,NA,NA,NA
"6285","Belarus",1824,NA,36.2,7,NA,NA,NA,NA,NA
"6286","Belgium",1824,NA,40.19,4.75,NA,NA,NA,NA,NA
"6287","Belize",1824,NA,26.5,6.68,NA,NA,NA,NA,NA
"6288","Benin",1824,NA,31,5.57,NA,NA,NA,NA,NA
"6289","Bermuda",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6290","Bhutan",1824,NA,28.8,6.67,NA,NA,NA,NA,NA
"6291","Bolivia",1824,NA,33,6.48,NA,NA,NA,NA,NA
"6292","Bosnia and Herzegovina",1824,NA,35.1,5.91,NA,NA,NA,NA,NA
"6293","Botswana",1824,NA,33.6,6.48,NA,NA,NA,NA,NA
"6294","Brazil",1824,NA,32,6.26,NA,NA,NA,NA,NA
"6295","British Virgin Islands",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6296","Brunei",1824,NA,29.2,7.06,NA,NA,NA,NA,NA
"6297","Bulgaria",1824,NA,36.86,5.16,NA,NA,NA,NA,NA
"6298","Burkina Faso",1824,NA,29.2,6.05,NA,NA,NA,NA,NA
"6299","Burundi",1824,NA,31.5,6.8,NA,NA,NA,NA,NA
"6300","Cambodia",1824,NA,35,6.95,NA,NA,NA,NA,NA
"6301","Cameroon",1824,NA,28.75,5.54,NA,NA,NA,NA,NA
"6302","Canada",1824,NA,39.04,5.72,NA,NA,NA,NA,NA
"6303","Cape Verde",1824,NA,33.8,6.47,NA,NA,NA,NA,NA
"6304","Cayman Islands",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6305","Central African Republic",1824,NA,30,6.51,NA,NA,NA,NA,NA
"6306","Chad",1824,NA,30.9,6.06,NA,NA,NA,NA,NA
"6307","Channel Islands",1824,NA,NA,5.07,NA,NA,NA,NA,NA
"6308","Chile",1824,NA,32,5.98,NA,NA,NA,NA,NA
"6309","China",1824,NA,32,5.5,NA,NA,NA,NA,NA
"6310","Christmas Island",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6311","Cocos Island",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6312","Colombia",1824,NA,32,6.19,NA,NA,NA,NA,NA
"6313","Comoros",1824,NA,32.1,6.01,NA,NA,NA,NA,NA
"6314","Congo, Dem. Rep.",1824,NA,31.6,5.99,NA,NA,NA,NA,NA
"6315","Congo, Rep.",1824,NA,32.7,5.67,NA,NA,NA,NA,NA
"6316","Cook Is",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6317","Costa Rica",1824,NA,30.21,6.93,NA,NA,NA,NA,NA
"6318","Cote d'Ivoire",1824,NA,31.16,6.78,NA,NA,NA,NA,NA
"6319","Croatia",1824,NA,36.1,5.75,NA,NA,NA,NA,NA
"6320","Cuba",1824,NA,36.4,5.78,NA,NA,NA,NA,NA
"6321","Cyprus",1824,NA,38.5,6.03,NA,NA,NA,NA,NA
"6322","Czech Republic",1824,NA,34.95,5.15,NA,NA,NA,NA,NA
"6323","Czechoslovakia",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6324","Denmark",1824,NA,44.56,4.22,NA,NA,NA,NA,NA
"6325","Djibouti",1824,NA,29.9,6.3,NA,NA,NA,NA,NA
"6326","Dominica",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6327","Dominican Republic",1824,NA,29.9,6.16,NA,NA,NA,NA,NA
"6328","East Germany",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6329","Ecuador",1824,NA,32.9,6.99,NA,NA,NA,NA,NA
"6330","Egypt",1824,NA,33,6.05,NA,NA,NA,NA,NA
"6331","El Salvador",1824,NA,28.7,5.9,NA,NA,NA,NA,NA
"6332","Equatorial Guinea",1824,NA,29.8,5.51,NA,NA,NA,NA,NA
"6333","Eritrea",1824,NA,30.2,6.96,NA,NA,NA,NA,NA
"6334","Eritrea and Ethiopia",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6335","Estonia",1824,NA,37.15,5.12,NA,NA,NA,NA,NA
"6336","Ethiopia",1824,NA,29.7,7.17,NA,NA,NA,NA,NA
"6337","Faeroe Islands",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6338","Falkland Is (Malvinas)",1824,NA,NA,NA,NA,NA,NA,NA,NA
"6339","Fiji",1824,NA,26.1,6.45,NA,NA,NA,NA,NA
"6340","Finland",1824,NA,35.83,4.84,NA,NA,877.5,NA,NA
"6341","France",1824,NA,39.14,3.79,NA,NA,NA,NA,NA
"6342","French Guiana",1824,NA,30.5,6.27,NA,NA,NA,NA,NA
"6343","French Polynesia",1824,NA,25.6,5.97,NA,NA,NA,NA,NA
"6344","Gabon",1824,NA,30.6,6.5,NA,NA,NA,NA,NA
"6345","Gambia",1824,NA,28.8,6.51,NA,NA,NA,NA,NA
